Код,Наименование,Сумма купона,Сделок шт.,Объем в валюте,Валюта номинала,Непогашенный долг,Валюта расчетов,Цена % средневзвешенная,Мин,Макс,Цена посл %,Дох посл сделки,Дата оферты,Доходность к оферте,Доходность посл. Купона,Дата погашения,Дата расчета дох,Дата пут-опциона,Цена закрытия,НКД,Дата колл опциона,Доходность колл опциона,Дюрация к дате колл опциона,Дата посл сделки,Дюрация дней,Эффективная доходность,Дюрация средневзвешенная,Z spread,G spread,Маркер КБД
SU29007RMFS0 ,ОФЗ 29007 ,"106,51",1507,44520138,RUB,1000,SUR,"104,941","104,8","105,16","105,088","18,09",,- ,- ,03.03.27,,- ,"104,978","0,59",- ,- ,- ,04.09.25,494,18.2139,494,456,457,04.09.25 18:49
RU000A10AT27 ,ИКС5Ф3P10 ,"16,4",64,43852860,RUB,1000,SUR,"108,25","107,78","108,35","108,2","14,67",24.02.27,"14,4487",- ,06.02.35,24.02.27,24.02.27,"107,89","4,37",- ,- ,- ,04.09.25,470,14.4079,470,91,91,04.09.25 18:49
RU000A104W17 ,ПочтаР2P02 ,"50,61",48,43189136,RUB,1000,SUR,"95,94","95,32","96,16","96,16","16,06",19.06.26,"15,9448",- ,08.06.32,19.06.26,19.06.26,"96,15","21,97",- ,- ,- ,04.09.25,277,16.2864,277,200,199,04.09.25 18:49
RU000A10C3F4 ,Сплит ПВ-1 ,"21,7",771,43120513,RUB,1000,SUR,"100,41","100,24","100,49","100,45","17,38",,- ,- ,29.09.29,,- ,"100,33","10,4",- ,- ,- ,04.09.25,461,17.4178,461,382,383,04.09.25 18:49
RU000A105KB0 ,ГТЛК 2P-02 ,"29,17",51,42594662,RUB,1000,SUR,"94,23","93,98","94,33","94,33","17,93",04.12.26,"17,8478",- ,17.11.37,04.12.26,04.12.26,"94,31","0,64",- ,- ,- ,04.09.25,428,17.9542,428,426,426,04.09.25 18:49
RU000A10BSL5 ,РостелP17R ,"13,56",35,42538653,RUB,1000,SUR,105,"104,94","105,37","105,15","14,51",,- ,- ,29.09.27,,- ,105,"11,3",- ,- ,- ,04.09.25,640,14.6006,640,103,106,04.09.25 18:49
RU000A105BY1 ,ГазКЗ-28Е ,"18,5",31,42426083,EUR,1000,SUR,"87,7438","87,2341","87,8155","87,8032","6,16",,- ,- ,17.11.28,,- ,"87,7499","1390,245",- ,- ,- ,04.09.25,1125,01.06.18,1125,-733,-732,04.09.25 18:49
RU000A109SH2 ,АЛРОСА1Р2 ,- ,170,41157025,RUB,1000,SUR,"100,28","100,17","100,41","100,41","20,02",,- ,- ,07.04.26,,- ,"100,26","13,11",- ,- ,- ,04.09.25,214,-0.4762,214,,-1495,04.09.25 18:49
BYM000001818 ,РесБел 331 ,"38,23",39,40770490,USD,1000,SUR,"99,4636","99,18","99,5789","99,5789","8,02",,- ,- ,29.06.27,,- ,"99,2005","1131,6063",- ,- ,- ,04.09.25,622,01.08.55,622,-544,-543,04.09.25 18:49
RU000A107RZ0 ,СамолетP13 ,"12,12",1588,40448678,RUB,1000,SUR,"96,08","95,93","96,4","96,09","27,81",03.02.26,"27,2078",- ,24.01.27,03.02.26,03.02.26,"96,02","1,21",- ,- ,- ,04.09.25,147,27.2406,147,1251,1249,04.09.25 18:49
RU000A105KU0 ,ГазКЗ-29Д ,"14,75",98,40331215,USD,1000,SUR,"89,3992","88,6","89,8018","89,7999","6,34",,- ,- ,27.01.29,,- ,"89,5993","244,9719",- ,- ,- ,04.09.25,1181,01.06.47,1181,-716,-715,04.09.25 18:49
RU000A10CMQ5 ,НовТех1Р8 ,"13,97",1228,39954616,RUB,1000,SUR,"101,46","100,6",103,"101,98","17,02",,- ,- ,24.08.27,,- ,"101,98","0,47",- ,- ,- ,04.09.25,615,17.3741,615,354,357,04.09.25 18:49
RU000A10CC99 ,МБЭС 2P-04 ,"12,04",264,39121536,RUB,1000,SUR,100,"99,96","100,03","99,99","15,68",02.08.28,"15,6281",- ,23.06.35,02.08.28,02.08.28,100,"8,43",- ,- ,- ,04.09.25,863,15.6233,863,214,218,04.09.25 18:49
RU000A10CL64 ,Сегежа3P7R ,"1,07",675,38839998,CNY,100,SUR,"99,5049","99,0241","99,884","99,7418","14,05",,- ,- ,18.02.27,,- ,"99,5688","3,1635",- ,- ,- ,04.09.25,484,14.2494,484,52,52,04.09.25 18:49
RU000A10CM06 ,АПРИ 2Р11 ,"20,55",1094,38714078,RUB,1000,SUR,"101,35","101,06","101,6","101,5","27,18",,- ,- ,13.08.28,,- ,"101,5","4,11",- ,- ,- ,04.09.25,769,27.2687,768,1367,1374,04.09.25 18:49
RU000A1039A8 ,ГазпромК 2 ,"42134,25",44,38060000,RUB,1000000,SUR,"86,5","86,5","86,5","86,5","8,02",,- ,- ,,,- ,"86,5","17594,52",- ,- ,- ,04.09.25,- ,,,,,04.09.25 18:49
RU000A10B347 ,Акрон Б1P7 ,"8,63",83,38059369,CNY,1000,SUR,"106,9753","105,9822","107,0001","106,64","4,99",04.03.27,"4,9948",- ,04.03.27,04.03.27,- ,"106,2216","77,9569",- ,- ,- ,04.09.25,418,01.04.99,418,-861,-861,04.09.25 18:49
RU000A10CFK2 ,ТБ-4_А1 ,"26,3",867,38011152,RUB,1000,SUR,"99,92","99,76","100,07",100,"17,21",,- ,- ,21.10.32,,- ,100,"5,7",- ,- ,- ,04.09.25,467,17.2815,467,365,367,04.09.25 18:49
RU000A105R62 ,ГазКЗ-28Д ,"24,75",50,37998740,USD,1000,SUR,"97,5099","97,299","97,6","97,6","6,03",,- ,- ,06.02.28,,- ,"97,4","311,2679",- ,- ,- ,04.09.25,840,01.06.88,840,-743,-742,04.09.25 18:49
RU000A10A885 ,РФ ЗО 25 Е ,2875,4,37563949,EUR,100000,SUR,"99,635","99,15","99,8","99,8","3,62",,- ,- ,04.12.25,,- ,"99,8","203420,6521",- ,- ,- ,04.09.25,89,01.04.77,89,-1163,-1164,04.09.25 18:49
RU000A1083A6 ,НорНикБ1P7 ,"15,86",314,36858987,RUB,1000,SUR,"99,82","99,72","99,98","99,8","21,19",,- ,- ,28.02.29,,- ,"99,89","8,99",- ,- ,- ,04.09.25,926,21.1839,926,767,774,04.09.25 18:49
RU000A10B008 ,ЮГК 1P4 ,"0,87",258,36262988,USD,100,SUR,"105,2143","104,872","105,488","105,488","6,85",,- ,- ,22.02.27,,- ,"105,1","9,7019",- ,- ,- ,04.09.25,498,01.07.51,498,-667,-667,04.09.25 18:49
RU000A10BZJ4 ,БалтЛизП18 ,"15,62",924,35940229,RUB,1000,SUR,"102,69","102,21","102,9","102,5","18,83",05.07.28,"18,8261",- ,05.07.28,05.07.28,- ,"102,79","7,81",- ,- ,- ,04.09.25,559,18.6839,560,527,535,04.09.25 18:49
RU000A107VV1 ,МКБ ЗО26-2 ,"19,38",35,35920059,USD,1000,SUR,"95,9583","95,6999","96,4109","96,4109","7,55",,- ,- ,21.09.26,,- ,"95,8418","1418,8964",- ,- ,- ,04.09.25,370,31.07.11,370,-612,-613,04.09.25 18:49
RU000A105146 ,ПИК К 1P5 ,"28,36",113,35759248,USD,1000,SUR,"98,5073","97,5006","98,889","98,5005","7,05",,- ,- ,19.11.26,,- ,"98,4901","1345,324",- ,- ,- ,04.09.25,424,30.06.66,424,-654,-654,04.09.25 18:49
RU000A103QK3 ,МэйлБ1Р1 ,"39,39",132,35233218,RUB,1000,SUR,"92,54","92,22","92,59","92,48","16,77",,- ,- ,15.09.26,,- ,"92,51","36,79",- ,- ,- ,04.09.25,353,16.6986,353,308,305,04.09.25 18:49
RU000A1095L7 ,СамолетP14 ,- ,740,35075118,RUB,1000,SUR,"92,26",92,"92,45","92,29","29,29",,- ,- ,22.07.27,,- ,"92,25","2,27",- ,- ,- ,04.09.25,565,29.5145,565,1599,1602,04.09.25 18:49
RU000A10BS76 ,iВУШ 1P4 ,"16,64",1284,34952274,RUB,1000,SUR,"104,27","103,92","104,98","104,23","19,87",,- ,- ,26.05.28,,- ,"104,25","13,87",- ,- ,- ,04.09.25,766,19.8514,766,638,644,04.09.25 18:49
RU000A107BL4 ,НорНикЗ25Д ,"12,75",40,34112762,USD,1000,SUR,"99,9841","99,6733","100,61","100,1","-3,48",,- ,- ,11.09.25,,- ,"100,1","990,3978",- ,- ,- ,04.09.25,6,01.03.01,6,-2002,-2002,04.09.25 18:49
RU000A105JT4 ,ГазКЗ-31Д ,"17,5",88,34039525,USD,1000,SUR,"85,401","85,0028","86,0997","86,09","6,39",,- ,- ,14.07.31,,- ,"86,0619","392,9252",- ,- ,- ,04.09.25,1922,01.06.22,1921,-721,-719,04.09.25 18:49
RU000A10CB66 ,Сегежа3P6R ,"19,32",1125,33628189,RUB,1000,SUR,"103,1","102,33","103,69","103,6","23,83",,- ,- ,25.01.28,,- ,"103,53","17,38",- ,- ,- ,04.09.25,667,24.1542,667,1034,1039,04.09.25 18:49
RU000A1054W1 ,Полюс Б1P2 ,"18,95",111,33249179,CNY,1000,SUR,"97,6486","97,06","98,1","97,4015","5,27",,- ,- ,24.08.27,,- ,"97,5931","10,6202",- ,- ,- ,04.09.25,697,01.05.53,697,-817,-816,04.09.25 18:49
RU000A10BTA6 ,РЖД 1Р-43R ,"13,07",100,32956242,RUB,1000,SUR,"106,28","105,64","106,62","106,39","14,6",31.05.29,"14,5733",- ,27.04.35,31.05.29,31.05.29,"106,15","7,84",- ,- ,- ,04.09.25,1040,14.6146,1040,105,111,04.09.25 18:49
RU000A108N55 ,АЛЬФАЗО500 ,"20,32",31,32934003,USD,1000,SUR,"83,3033","82,5645","83,6951","82,9016","9,45",,- ,- ,,,- ,"83,5","620,9188",- ,- ,- ,04.09.25,- ,,,,,04.09.25 18:49
RU000A10B313 ,Брус 2P05 ,"20,34",804,32882118,RUB,1000,SUR,"104,23","103,91","104,79","104,33","21,98",14.09.26,"21,7029",- ,03.03.28,14.09.26,14.09.26,"104,39","12,88",- ,- ,- ,04.09.25,330,21.8301,330,796,792,04.09.25 18:49
SU29015RMFS3 ,ОФЗ 29015 ,- ,252,32767077,RUB,1000,SUR,"99,243","99,167","99,67","99,252",- ,,- ,- ,18.10.28,,- ,"99,252","21,41",- ,- ,- ,04.09.25,848,22.4547,848,894,901,04.09.25 18:49
RU000A105ZX2 ,БорецК1Р01 ,"29,54",464,31667877,RUB,1000,SUR,"94,47","94,1",95,"94,69","24,66",,- ,- ,19.03.26,,- ,"94,59",25,- ,- ,- ,04.09.25,186,25.2127,186,1028,1024,04.09.25 18:49
RU000A10BJ02 ,АЛРОСА1Р3 ,"0,55",102,31533510,USD,100,SUR,"101,018","100,6027","101,1372","101,129","4,98",,- ,- ,24.04.26,,- ,"101,0174","12,1273",- ,- ,- ,04.09.25,226,30.04.64,226,-919,-921,04.09.25 18:49
SU26218RMFS6 ,ОФЗ 26218 ,"42,38",2132,30315737,RUB,1000,SUR,"81,221","80,859","81,948","81,319","13,49",,- ,- ,17.09.31,,- ,"81,217","37,72",- ,- ,- ,04.09.25,1636,13.5224,1636,-10,-6,04.09.25 18:49
RU000A10AC83 ,ПСБ 3P-10 ,"18,49",199,30129154,RUB,1000,SUR,"102,4","102,3","102,49","102,39","16,59",,- ,- ,11.01.26,,- ,"102,35","12,95",- ,- ,- ,04.09.25,122,16.5544,122,168,164,04.09.25 18:49
RU000A10AZ60 ,РЖД 1Р-38R ,"14,71",446,30068876,RUB,1000,SUR,"114,69","114,29","114,9","114,75","14,37",,- ,- ,02.03.30,,- ,"114,65","4,9",- ,- ,- ,04.09.25,1169,14.3858,1169,82,88,04.09.25 18:49
BYM000001941 ,РесБел 336 ,"31,25",36,29728561,USD,1000,SUR,"94,0424","93,8","95,7345",95,"7,68",,- ,- ,28.02.30,,- ,95,"96,1325",- ,- ,- ,04.09.25,1446,01.07.71,1445,-588,-586,04.09.25 18:49
RU000A10BQB0 ,ГТЛК 2P-08 ,"16,03",193,29579175,RUB,1000,SUR,"110,19","109,54","111,26","110,35","15,88",,- ,- ,18.05.28,,- ,"110,25","1,6",- ,- ,- ,04.09.25,784,15.9598,784,239,244,04.09.25 18:49
RU000A1056U0 ,ГазКЗ-27Д ,"24,75",53,29556132,USD,1000,SUR,"99,3405","99,0003","100,149","99,0003","5,65",,- ,- ,23.03.27,,- ,"99,7131","1789,9924",- ,- ,- ,04.09.25,537,01.05.01,537,-783,-784,04.09.25 18:49
RU000A1034P7 ,ВТБСУБТ1-5 ,"498630,14",5,28860000,RUB,10000000,SUR,"57,72","57,5",58,"57,5","14,9",,- ,- ,,,- ,"57,5","290410,96",- ,- ,- ,04.09.25,- ,,,,,04.09.25 18:49
BYM000001917 ,РесБел 334 ,"29,62",22,28468860,USD,1000,SUR,"99,1901","98,66","99,4","99,296","7,41",,- ,- ,24.02.26,,- ,"99,295","143,1467",- ,- ,- ,04.09.25,172,01.07.62,171,-697,-697,04.09.25 18:49
RU000A10BGJ4 ,Аэрофл2Б01 ,- ,253,28396802,RUB,1000,SUR,"102,01","101,81","102,1","102,1","21,16",,- ,- ,08.04.28,,- ,"102,09","7,27",- ,- ,- ,04.09.25,946,-0.7602,946,,-1425,04.09.25 18:49
RU000A1059P4 ,ЛУКОЙЛ 27 ,14,34,27575840,USD,1000,SUR,"98,0112","96,2189","98,2999",98,"4,06",,- ,- ,26.04.27,,- ,"98,2999","805,254",- ,- ,- ,04.09.25,582,01.04.53,582,-940,-940,04.09.25 18:49
RU000A10C6P6 ,АФБАНК1Р15 ,"13,77",523,27487378,RUB,1000,SUR,"104,54","104,08","104,99","104,84","15,69",,- ,- ,09.07.28,,- ,"104,97","5,05",- ,- ,- ,04.09.25,834,15.8334,833,220,225,04.09.25 18:49
RU000A10BVW6 ,sЕвТранс01 ,"18,9",577,27215020,RUB,1000,SUR,"106,24","105,33","106,5","106,38","20,49",,- ,- ,20.05.32,,- ,"106,25","6,3",- ,- ,- ,04.09.25,1003,20.5487,1003,693,703,04.09.25 18:49
SU29010RMFS4 ,ОФЗ 29010 ,"112,24",450,27052821,RUB,1000,SUR,"109,579","109,5","109,985","109,545","21,18",,- ,- ,06.12.34,,- ,"109,545","48,1",- ,- ,- ,04.09.25,1559,21.173,1560,756,764,04.09.25 18:49
SU29008RMFS8 ,ОФЗ 29008 ,"110,05",488,26070063,RUB,1000,SUR,"106,023","105,9","106,446","106,013","20,81",,- ,- ,03.10.29,,- ,106,"89,49",- ,- ,- ,04.09.25,986,20.8056,986,727,735,04.09.25 18:49
RU000A10AUX8 ,НОВАТЭК1Р3 ,"0,77",421,25954857,USD,100,SUR,"107,7642",107,"107,9921","107,94","6,08",,- ,- ,27.02.28,,- ,"107,89","50,1263",- ,- ,- ,04.09.25,810,31.05.59,810,-738,-736,04.09.25 18:49
RU000A107L82 ,СовкомТ101 ,"29,27",67,25775052,USD,1000,SUR,"99,3164","99,1975","100,1396","100,1396","10,64",,- ,- ,,,- ,"100,1","709,8525",- ,- ,- ,04.09.25,- ,,,,,04.09.25 18:49
RU000A10BPN7 ,ПолиплП2Б5 ,"20,96",664,25279835,RUB,1000,SUR,"113,09","111,93","114,5","112,86","18,11",,- ,- ,19.05.27,,- ,"112,77","5,59",- ,- ,- ,04.09.25,515,17.942,515,459,461,04.09.25 18:49
RU000A10B396 ,МОНОП 1P04 ,"21,78",1910,24295387,RUB,1000,SUR,"92,44",87,"95,9","95,9","36,19",,- ,- ,08.09.26,,- ,"95,2","15,25",- ,- ,- ,04.09.25,320,41.9239,319,2243,2238,04.09.25 18:49
RU000A108Z85 ,РЖД 1Р-32R ,"16,68",687,24236924,RUB,1000,SUR,"99,86","99,7","100,25","100,16","21,43",,- ,- ,18.08.29,,- ,"100,13",7,- ,- ,- ,04.09.25,1007,21.5635,1006,790,797,04.09.25 18:49
RU000A109B33 ,Газпн3P13R ,- ,488,24173330,RUB,1000,SUR,"99,92","99,85","100,05","99,98","21,1",,- ,- ,09.02.28,,- ,"99,97","6,35",- ,- ,- ,04.09.25,887,0.0329,887,,-1344,04.09.25 18:49
RU000A10ASB8 ,Россет1Р15 ,"17,67",131,24063902,RUB,1000,SUR,"106,17","105,76","106,23","105,89","15,36",,- ,- ,25.07.26,,- ,"106,17","3,53",- ,- ,- ,04.09.25,296,14.9833,296,150,147,04.09.25 18:49
RU000A105WH2 ,ГазКЗ-26Е ,25,25,23992708,EUR,1000,SUR,"98,3361","98,09","98,477","98,4754","5,34",,- ,- ,21.03.26,,- ,"98,4754","1078,2646",- ,- ,- ,04.09.25,196,01.05.34,197,-894,-895,04.09.25 18:49
SU26226RMFS9 ,ОФЗ 26226 ,"39,64",1291,23875249,RUB,1000,SUR,"95,037","94,708","95,225","95,197","13,21",,- ,- ,07.10.26,,- ,"95,001","32,23",- ,- ,- ,04.09.25,375,13.391,375,-45,-47,04.09.25 18:49
RU000A10BQC8 ,HENDERSON ,"16,03",375,23846158,RUB,1000,SUR,"106,14","105,65","106,5","106,5","16,28",,- ,- ,24.05.27,,- ,"106,48","1,6",- ,- ,- ,04.09.25,539,16.5432,539,278,279,04.09.25 18:49
RU000A10BU23 ,НорНик1P11 ,"5,75",35,23830298,CNY,1000,SUR,"102,1563","102,19","102,6","102,5","4,97",19.11.26,"4,8543",- ,25.05.30,19.11.26,19.11.26,"102,5","34,6852",- ,- ,- ,04.09.25,422,01.05.83,422,-874,-875,04.09.25 18:49
RU000A1087F6 ,Ульоб34008 ,"39,89",393,22622780,RUB,1000,SUR,"100,31","100,2","100,62","100,4","16,76",,- ,- ,05.04.29,,- ,"100,35","24,55",- ,- ,- ,04.09.25,762,16.8073,762,326,332,04.09.25 18:49
RU000A107D58 ,ГТЛК ЗО29Д ,"21,75",23,22611199,USD,1000,SUR,"92,9145","92,6999","93,2499","93,2498","6,65",,- ,- ,27.02.29,,- ,"93,2499","68,7215",- ,- ,- ,04.09.25,1188,01.06.84,1188,-686,-684,04.09.25 18:49
RU000A104JQ3 ,СамолетP11 ,"129,64",566,22377706,RUB,1000,SUR,"106,88","106,62","107,41","107,09","21,04",12.02.27,"20,8974",- ,08.02.28,12.02.27,12.02.27,"106,69","16,38",- ,- ,- ,04.09.25,465,21.0805,465,734,735,04.09.25 18:49
RU000A106TM6 ,ВТБ Б1-343 ,"14,79",314,22370405,RUB,1000,SUR,"98,55","98,45","98,64","98,63","21,38",,- ,- ,01.09.26,,- ,"98,5","1,48",- ,- ,- ,04.09.25,332,21.4883,332,762,760,04.09.25 18:49
RU000A10B933 ,Селигдар3Р ,"19,11",693,22271875,RUB,1000,SUR,"112,1","111,45","112,76","112,4","17,37",,- ,- ,25.09.27,,- ,"112,32","18,47",- ,- ,- ,04.09.25,613,17.5566,612,388,392,04.09.25 18:49
RU000A10BQV8 ,ИнвКЦ 1Р1 ,"0,99",359,21908651,USD,100,SUR,"103,2316",103,"103,5576","103,5","11,12",,- ,- ,19.06.28,,- ,"103,35","2,4255",- ,- ,- ,04.09.25,872,01.11.92,871,-236,-233,04.09.25 18:49
RU000A105DL4 ,НовТехнБ1 ,"67,32",126,21750756,RUB,1000,SUR,"98,81","98,52","99,15","98,8","21,68",06.11.25,"21,1815",- ,02.11.27,06.11.25,06.11.25,"98,8","44,75",- ,- ,- ,04.09.25,61,21.1123,61,552,551,04.09.25 18:49
SU26237RMFS6 ,ОФЗ 26237 ,"33,41",1027,21486744,RUB,1000,SUR,"82,964","82,501","83,499","82,85","13,33",,- ,- ,14.03.29,,- ,"82,605","31,02",- ,- ,- ,04.09.25,1110,13.2769,1111,-18,-15,04.09.25 18:49
RU000A10AAQ4 ,СФО СФ1 01 ,"21,23",524,21170557,RUB,1000,SUR,"108,75","108,54","109,28","108,74","14,63",,- ,- ,27.12.28,,- ,"108,74","5,48",- ,- ,- ,04.09.25,277,14.6115,277,71,67,04.09.25 18:49
RU000A10BU31 ,КАМАЗ БП15 ,"14,79",426,21133226,RUB,1000,SUR,"104,28","103,5","104,89","104,3","16,3",,- ,- ,10.06.27,,- ,"104,45","7,89",- ,- ,- ,04.09.25,553,16.3162,553,281,282,04.09.25 18:49
RU000A10CG79 ,МСПБанк3P2 ,- ,251,20977504,RUB,1000,SUR,"100,39","100,33","100,6","100,39","23,15",,- ,- ,09.08.27,,- ,"100,39","9,32",- ,- ,- ,04.09.25,703,-0.2017,703,,-1364,04.09.25 18:49
RU000A10A349 ,РусГид2Р01 ,"16,44",291,20896297,RUB,1000,SUR,"100,94","100,5","101,2","101,07","20,71",,- ,- ,04.11.26,,- ,"101,07","13,15",- ,- ,- ,04.09.25,425,-0.7998,425,,-1450,04.09.25 18:49
RU000A10BPF3 ,ТГК-14 1Р7 ,"53,6",517,20056592,RUB,1000,SUR,"106,95","106,65","107,25","106,92","20,66",,- ,- ,23.05.30,,- ,"106,99","4,12",- ,- ,- ,04.09.25,1138,20.6533,1138,711,718,04.09.25 18:49
RU000A10B263 ,АБЗ-1 2Р02 ,"20,14",457,19888074,RUB,1000,SUR,"100,01","99,97","100,13","100,13","27,34",,- ,- ,25.02.28,,- ,"100,03","17,45",- ,- ,- ,04.09.25,903,-0.004,903,,-1350,04.09.25 18:49
RU000A105RH2 ,ГазКЗ-37Д ,"36,44",85,19779266,USD,1000,SUR,"107,3005","106,8601","107,781","107,3604","6,4",,- ,- ,16.08.37,,- ,"107,7755","294,2896",- ,- ,- ,04.09.25,3028,01.06.06,3027,-726,-726,04.09.25 18:49
RU000A10CCG7 ,iКарРус1P7 ,15,501,19692157,RUB,1000,SUR,"100,11","100,01","100,42","100,35","19,6",,- ,- ,02.08.27,,- ,"100,2","11,5",- ,- ,- ,04.09.25,586,19.7765,586,611,614,04.09.25 18:49
RU000A108RP9 ,АФБАНК1Р12 ,"55,35",93,19690869,RUB,1000,SUR,"99,99","99,82",100,"99,92","24,17",,- ,- ,18.06.27,,- ,"99,97","46,22",- ,- ,- ,04.09.25,530,24.113,530,1067,1068,04.09.25 18:49
RU000A107MM9 ,КАМАЗ БП11 ,"36,15",230,19177248,RUB,1000,SUR,"98,99","98,93","99,2","99,03","18,29",,- ,- ,21.01.26,,- ,"98,99","17,08",- ,- ,- ,04.09.25,134,18.4142,134,348,346,04.09.25 18:49
RU000A106Z46 ,Систем1P26 ,- ,245,19127410,RUB,1000,SUR,"94,25","94,11","94,48","94,2","26,51",,- ,- ,28.09.27,,- ,"94,2","36,68",- ,- ,- ,04.09.25,753,01.02.72,753,,-1045,04.09.25 18:49
RU000A108G05 ,ЕврХол3P01 ,- ,186,18864194,RUB,1000,SUR,"99,77","99,62","99,87","99,72","21,42",,- ,- ,07.11.26,,- ,"99,76","11,1",- ,- ,- ,04.09.25,428,0.1966,428,,-1335,04.09.25 18:49
SU29017RMFS9 ,ОФЗ 29017 ,- ,442,18550837,RUB,1000,SUR,"96,629",96,"97,498","97,214",- ,,- ,- ,25.08.32,,- ,"97,389","0,49",- ,- ,- ,04.09.25,1437,21.6335,1434,785,792,04.09.25 18:49
RU000A107UU5 ,Брус 2P02 ,"13,8",568,18088176,RUB,1000,SUR,"99,05",99,"99,16","99,16","48,62",18.09.25,"44,999",- ,28.03.27,18.09.25,18.09.25,"99,13","8,46",- ,- ,- ,04.09.25,- ,49.557,0,,,04.09.25 18:49
SU29024RMFS5 ,ОФЗ 29024 ,- ,313,17717276,RUB,1000,SUR,"96,227","96,05","96,408","96,246",- ,,- ,- ,18.04.35,,- ,"96,249","17,74",- ,- ,- ,04.09.25,1545,22.9455,1545,932,940,04.09.25 18:49
RU000A10A9Z1 ,Магнит4P05 ,"18,9",891,17559534,RUB,1000,SUR,"106,13","105,71","106,71","106,05","11,29",10.03.26,"10,5198",- ,13.11.29,10.03.26,10.03.26,"106,21","18,27",- ,- ,- ,04.09.25,177,01.10.86,177,-393,-397,04.09.25 18:49
RU000A10CJ92 ,ПР-Лиз 2P3 ,"16,44",772,17469018,RUB,1000,SUR,"97,93","97,65","98,11","98,07","23,4",23.08.27,"23,2071",- ,05.07.35,23.08.27,23.08.27,"98,07","4,93",- ,- ,- ,04.09.25,593,23.3148,593,972,975,04.09.25 18:49
XS0088543193 ,RUS-28 ,"63,75",35,17309841,USD,1000,SUR,"122,3437","122,0101","122,9497","122,7324","4,06",,- ,- ,24.06.28,,- ,"122,5542","2004,3765",- ,- ,- ,04.09.25,888,01.04.47,888,-942,-938,04.09.25 18:49
RU000A107746 ,TCS perp2 ,15,30,16912736,USD,1000,SUR,"78,6427","77,0303",79,"78,95","7,84",,- ,- ,,,- ,"78,6","996,8657",- ,- ,- ,04.09.25,- ,,,,,04.09.25 18:49
RU000A10C8T4 ,СибурХ1Р07 ,"11,47",239,16825555,RUB,1000,SUR,"101,38","101,19","101,69","101,37","14,32",,- ,- ,11.02.29,,- ,"101,47","1,53",- ,- ,- ,04.09.25,1003,14.3137,1003,81,86,04.09.25 18:49
RU000A10B7T7 ,ТБ-3_01 ,"15,55",653,16746127,RUB,"732,12",SUR,"104,76","104,38","105,18","104,91","17,1",,- ,- ,26.03.30,,- ,"104,5","4,51",- ,- ,- ,04.09.25,196,17.415,196,298,275,04.09.25 18:49
RU000A105EW9 ,Сегежа3P1R ,"10,35",70,16700389,CNY,1000,SUR,"98,7734","98,0019","99,5678",99,"10,11",06.11.25,"10,5386",- ,22.10.37,06.11.25,06.11.25,"98,5495","35,928",- ,- ,- ,04.09.25,61,30.11.49,61,-512,-513,04.09.25 18:49
RU000A108AS9 ,ДАРСДев1Р2 ,"43,63",299,16617287,RUB,1000,SUR,"97,23","97,1","97,9","97,49","23,8",,- ,- ,17.04.26,,- ,"97,39","23,01",- ,- ,- ,04.09.25,212,24.3589,212,958,954,04.09.25 18:49
RU000A1069P3 ,Сбер Sb44R ,"46,62",983,16413145,RUB,1000,SUR,"95,96","95,8","96,27","96,04","15,86",,- ,- ,27.05.26,,- ,"96,02","25,36",- ,- ,- ,04.09.25,255,15.9927,255,183,181,04.09.25 18:49
RU000A105C28 ,ЧеркизБ1P5 ,"24,81",218,16385671,RUB,1000,SUR,"98,9","98,82","99,06","98,9","18,31",,- ,"18,3053",23.10.25,,- ,"98,9","11,45",- ,- ,- ,04.09.25,48,19.8276,48,396,396,04.09.25 18:49
RU000A10C8A4 ,ПолиплП2Б8 ,"1,15",496,16263916,CNY,100,SUR,"102,1113",102,"102,98","102,98","12,29",,- ,- ,22.01.27,,- ,"102,5244","2,1466",- ,- ,- ,04.09.25,460,13.0415,460,-126,-126,04.09.25 18:49
RU000A10AV31 ,iКарРус1P5 ,"20,96",504,16206203,RUB,1000,SUR,"104,15","103,5","104,49","104,33","20,29",,- ,- ,09.05.26,,- ,"104,14","16,07",- ,- ,- ,04.09.25,225,20.6185,225,615,610,04.09.25 18:49
RU000A10BNF8 ,РусГидБП13 ,"14,26",49,16134177,RUB,1000,SUR,"106,5","106,22","107,1","107,1","13,99",,- ,- ,11.08.27,,- ,"107,1","6,65",- ,- ,- ,04.09.25,604,14.3762,603,51,53,04.09.25 18:49
RU000A10C2L4 ,СэтлГрБ2P6 ,"16,03",162,15932486,RUB,1000,SUR,"104,36",104,105,"104,91","16,83",10.02.27,"16,6428",- ,24.06.29,10.02.27,10.02.27,"104,73","11,22",- ,- ,- ,04.09.25,457,17.1281,456,309,309,04.09.25 18:49
RU000A10BF48 ,ЯНДЕКС1Р1 ,- ,495,15846823,RUB,1000,SUR,"100,8",100,"101,18","100,88","20,82",,- ,- ,11.04.27,,- ,"100,8","8,64",- ,- ,- ,04.09.25,583,-0.4969,583,,-1401,04.09.25 18:49
SU29009RMFS6 ,ОФЗ 29009 ,"112,04",313,15835695,RUB,1000,SUR,"108,642","108,5","108,7","108,65","21,03",,- ,- ,05.05.32,,- ,"108,65","69,56",- ,- ,- ,04.09.25,1330,21.0366,1330,744,752,04.09.25 18:49
